pl_name,pl_rade,pl_bmasse,pl_eqt,pl_orbsmax,pl_insol,st_teff,st_rad,st_mass,st_met,pl_dens
HD 39091 b,12.3,4481.3805387,,3.28,,5998.0,1.17,1.07,0.09,13.2
TOI-1518 b,21.05046575,581.62598481,2546.0,0.03712,7010.0,7299.0,1.942,1.88,-0.1,0.343
pi Men d,3.72,13.38,,0.506,,5998.0,1.19,1.07,0.09,1.43
2MASS J19383260+4603591 b,13.4,603.877,,0.92,,29564.0,0.203,0.48,-0.092,1.38
Kepler-451 d,13.5,559.37799632,,,,29564.0,0.203,0.48,-0.092,1.25
OGLE-2014-BLG-0676L b,13.0,1169.60853776,,4.53,,,,0.73,,2.93
HD 103891 b,13.2,918.52409623,,3.27,,6072.0,2.22,1.28,-0.19,2.19
KOI-984 c,14.1,209.8,597.0,0.1467,,5295.0,0.818,0.928,0.12,0.411
HD 7924 d,,1568.16536014,499.0,0.1551,15.17,5075.0,0.7821,0.832,-0.15,
GJ 4274 b,1.53,2.97,,0.0153,14.7,3228.0,0.19,0.18,-0.19,4.56
HD 142 A d,10.9,82.63538582,,0.474,,6245.0,1.47,1.21,0.09,0.351
HD 144899 b,4.77,20.34101805,,0.242,,6126.0,1.64802,1.16,,1.03
GJ 2030 c,12.3,4069.15709482,,16.761,,5485.0,2.24104,0.96,-0.4,12.0
HD 125612 c,4.07,15.57359194,,0.051,,5900.0,1.07,1.05,0.23,1.27
HD 219828 c,12.2,5102.41724598,,5.657,,5891.0,1.56,1.04,0.19,15.4
HD 214823 b,12.1,5914.78665427,,3.08,,6215.0,2.04,1.115,0.17,18.3
GJ 676 A c,12.3,4288.14086724,,9.726,,3734.0,0.69,0.626,0.23,12.7
HD 149806 b,12.3,4003.68444298,,12.404,,5352.05,0.89,0.93,0.2206,11.8
GJ 9714 b,12.5,2988.54051102,,12.319,,4263.0,0.662662,0.67,,8.41
HD 142 b,12.7,2256.5816897,,1.039,,6245.0,1.47,1.21,0.09,6.05
HD 139357 b,12.1,6315.5682755,,2.949,,4700.0,11.47,2.69,-0.13,19.6
HD 224538 b,12.7,2075.73732612,,2.375,,6097.0,1.54,1.23,0.27,5.57
HD 153557 d,11.9,8725.66108578,,21.449,,4837.0,0.745171,0.79,,28.5
HD 115404 A b,6.09,30.82935548,,0.088,,5019.17,0.727007,0.83,-0.1568,0.75
HIP 67537 b,12.3,4309.11754211,,4.807,,4985.0,8.69,2.316,0.15,12.7
HD 30177 c,12.7,1954.64470305,,10.258,,5580.0,1.019,0.98,0.3699,5.24
HD 156098 b,4.12,15.89142035,,0.167,,6419.19,2.75716,1.29,0.12,1.25
HD 12235 c,12.5,3135.69506346,,22.21,,5986.0,1.80185,1.1,0.31,8.82
HD 203387 b,13.1,1106.04285636,,1.771,,5174.32,10.5852,2.817,0.05,2.7
HD 156098 c,12.8,1661.6069118,,8.415,,6419.19,2.75716,1.29,0.12,4.35
HIP 35965 b,12.6,2589.98368864,,15.898,,4836.0,0.697551,0.78,,7.11
HD 203387 c,12.6,2378.9456264,,5.067,,5174.32,10.5852,2.817,0.05,6.53
bet Pic c,12.5,3222.46221857,1250.0,2.68,,8038.68,1.54416,1.795,-0.21,9.07
HD 25015 b,12.5,2884.92845034,,6.248,,5160.0,0.83,0.86,0.04,8.12
GJ 229 b,3.97,14.93793513,,1.086,,3564.0,0.46,0.509,,1.31
HD 18143 c,12.5,3177.64841319,,17.53,,5078.0,0.87,0.85,0.28,8.94
HD 217786 b,12.3,4402.55909376,,2.446,,5966.0,1.27,1.14,-0.135,13.0
HD 204313 c,4.31,17.16273398,,0.211,,5767.0,1.1,1.03,0.18,1.18
HD 125390 b,11.9,8646.20398403,,3.496,,4882.0,6.47,1.82,-0.11,28.2
HD 81817 b,12.0,7668.5638041,,3.233,,4140.0,83.8,4.3,-0.17,24.4
HD 190228 b,12.9,1598.67688721,,2.406,,5360.0,2.58658,1.415,-0.24,4.09
HD 23596 b,12.4,3786.607641,,2.694,,6040.0,1.53,1.1,0.33,10.9
HD 204313 e,12.2,4868.17771002,,7.457,,5767.0,1.1,1.03,0.18,14.7
HD 30177 b,12.6,2670.71210402,,3.604,,5580.0,1.019,0.98,0.3699,7.34
HD 217958 b,14.2,166.54208527,,3.758,,5930.64,1.32619,1.08,0.2865,0.32
HD 213519 b,2.99,9.2170238,,0.099,,5840.0,1.08287,1.05,0.01,1.89
HD 43197 b,14.2,175.75910907,,0.882,,5508.0,1.0,0.96,0.4,0.337
HD 4113 b,13.5,541.26177712,,1.28,,5688.0,1.077514,1.008,0.2,1.21
HD 95544 b,12.8,1913.64483855,156.5,3.166,0.1,5722.0,1.088,1.01,0.11,5.01
HD 25912 c,12.2,5252.75008249,,17.848,,5920.58,0.995896,1.08,0.12,15.9
HD 105618 c,11.9,8419.59232984,,35.731,,5671.0,1.27399,1.01,,27.5
HD 28192 b,12.2,99.7981198,,0.118,,5919.87,1.07094,1.08,,0.302
HD 43197 c,12.6,2500.67390628,,8.54,,5508.0,1.0,0.96,0.4,6.87
HD 74156 c,12.5,2753.98314665,,3.678,,6068.0,1.510576,1.1,0.131,7.75
HD 74156 b,13.5,532.36258173,,0.28,,6068.0,1.510576,1.1,0.131,1.19
HD 7449 b,12.6,2597.92939882,,2.438,,6024.0,0.97,1.196,-0.105,7.14
HD 110537 b,11.9,8612.83200129,,16.714,,5718.0,1.16626,1.02,0.09,28.1
HD 56957 b,12.8,1880.90851263,,6.426,,5743.0,1.77793,1.03,,4.93
HD 86264 b,12.5,3117.26101586,,2.763,,6210.0,1.88,1.26,0.202,8.77
HD 111232 c,12.2,5740.93451564,,17.25,,5512.0,0.9,0.96,-0.36,17.4
HD 62549 b,12.6,2707.58019923,,11.842,,5930.46,1.23227,1.08,,7.44
HD 142 c,12.4,3464.64746471,,9.811,,6245.0,1.47,1.21,0.09,9.99
HD 73267 c,12.8,1630.77755632,,12.688,,5387.0,0.909,0.93,0.03,4.27
HD 219077 b,12.5,3057.50927534,,5.935,,5362.0,1.91,0.92,-0.13,8.6
HD 113337 b,13.1,1035.80277841,,1.022,,6774.0,1.5,1.41,0.07,2.53
HD 125271 b,12.4,3465.60094993,,10.817,,4703.93,0.751364,0.75,-0.22,9.99
HD 127506 b,5.67,27.333243,,0.287,,4595.32,0.735766,0.73,-0.08,0.824
HD 81817 c,12.0,7185.78245386,,2.325,,4140.0,83.8,4.3,-0.17,22.9
bet Pic b,18.49485,3727.8093857,1612.0,10.018,,8038.68,1.54416,1.795,-0.21,3.24
HD 145934 b,13.4,658.5404593,,4.89,,4823.75,6.930587,2.058,0.0951,1.5
HIP 97233 b,12.1,6098.17364511,,2.491,,5020.0,5.34,1.81,0.29,18.9
HD 93351 b,1.69,3.49611248,,0.035,,5408.0,0.911435,0.94,-0.23,3.98
HD 88072 b,12.6,2511.79790052,,13.895,,5785.33,1.032,1.04,0.0426,6.9
HD 93351 c,12.3,4154.01727949,,11.154,,5408.0,0.911435,0.94,-0.23,12.3
HD 10697 b,12.8,1825.2885414,,2.051,,5641.0,1.863076,0.99,0.17,4.78
MOA-2007-BLG-400L b,13.5,540.3082919,34.0,5.9,,,,0.69,,1.21
KMT-2021-BLG-1077L b,9.86,69.92224954,,1.26,,,,0.14,,0.401
HD 10180 e,5.39,25.1,,0.2699,,5911.0,1.109,1.06,0.08,0.881
Wolf 1069 b,1.08,1.26,250.1,0.0672,0.652,3158.0,0.1813,0.167,0.07,5.5
OGLE-2017-BLG-1691L b,3.92,14.62010672,,2.41,,,,0.45,,1.33
KMT-2021-BLG-0320L b,6.2,31.7828407,,1.54,,,,0.32,,0.733
MOA-2020-BLG-135L b,3.37,11.3,,1.11,,,,0.23,,1.62
TrES-2 b,15.24424,473.5667,1466.0,0.03568,903.864,5850.0,1.12,1.36,-0.15,0.884
TOI-6223 b,5.07,22.6,714.0,0.04018,41.8646,3895.0,0.576,0.582,-0.12,0.953
WASP-47 d,3.65,15.5,885.0,0.085,145.0,5565.0,1.156,1.058,0.43,1.8
OGLE-2006-BLG-284L A b,14.3,144.0,,2.17,,,,0.35,,0.271
KMT-2018-BLG-2602L b,13.7,365.50266805,,3.81,,,,0.66,,0.781
OGLE-2018-BLG-1119L b,13.9,289.22385037,,4.06,,,,0.48,,0.592
WASP-65 b,12.464,492.62,1480.0,0.0334,957.0053,5600.0,1.01,0.93,-0.07,1.5
HAT-P-21 b,12.44199,1547.8321,1367.0,0.05037,459.542,5588.0,1.21,1.24,0.01,3.633781
MOA-2019-BLG-008L b,12.2,5720.911326,,,,,,0.9,,17.3
KMT-2021-BLG-0909L b,13.7,400.46379282,,1.75,,,,0.38,,0.856
KMT-2021-BLG-2478L b,13.9,286.0455663,,1.85,,,,0.2,,0.585
HD 95735 c,3.76,13.6,,2.94,,3719.0,0.3685,0.3899,-0.3621,1.41
KMT-2019-BLG-0414L b,12.9,1452.47581999,,1.16,,,,0.74,,3.72
KMT-2017-BLG-1194L b,1.7,3.54,,1.78,,,,0.41,,3.96
WASP-88 b,16.36514,133.4886,1772.0,0.06431,1489.5543,6430.0,1.8,0.94,-0.08,0.141
TIC 153919886 b,2.70601108,7.78,,,,4137.16,0.591697,0.581261,,2.16
HATS-8 b,9.785457,43.86054,1324.0,0.04667,510.8195,5679.0,1.086,1.056,0.21,0.259
KMT-2017-BLG-1003L b,2.13,5.19,,1.38,,,,0.32,,2.95
KMT-2019-BLG-1552L b,13.0,1287.20504835,,2.6,,,,0.79,,3.22
HD 45364 b,9.03,60.16491745,,0.6793,,5466.0,0.89,0.82,-0.17,0.449
L 363-38 b,2.0,4.67,330.0,0.048,,3129.0,0.274,0.21,,3.21
WASP-56 b,10.53646,143.0235,1216.0,0.05614,447.82,5600.0,0.96,0.71,0.12,0.583
KMT-2019-BLG-2974L b,11.4,88.99195396,,2.0,,,,0.47,,0.33
HD 45364 c,14.2,174.48779544,,0.902,,5466.0,0.89,0.82,-0.17,0.335
KMT-2019-BLG-0253L b,2.99,9.2,,3.1,,,,0.7,,1.89
OGLE-2018-BLG-0506L b,4.18,16.3,,3.0,,,,0.63,,1.23
TOI-5595 b,4.73740402,20.1,621.0,,24.7628,4417.3,0.743344,0.645,,1.04
OGLE-2018-BLG-0977L b,2.41,6.4,,2.0,,,,0.47,,2.51
HAT-P-26 b,7.06167,22.2481,1080.0,0.04748,185.0743,5079.0,0.87,1.12,-0.04,0.258608
KMT-2021-BLG-1391L b,1.97,4.55,,2.29,,,,0.37,,3.27
KMT-2021-BLG-1253L b,4.59,19.05,,1.52,,,,0.24,,1.08
WISE J033605.05-014350.4 b,12.6,2622.08435775,325.0,0.97,,415.0,,0.0131,,7.2
OGLE-2018-BLG-1367L b,13.8,301.93698665,,1.21,,,,0.28,,0.631
HAT-P-28 b,13.585,198.953,1384.0,0.0434,554.7122,5680.0,1.103,1.025,0.12,0.44
MOA-2022-BLG-249L b,2.04,4.83,,1.63,,,,0.18,,3.13
OGLE-2018-BLG-1212L b,9.32,63.5656814,,1.68,,,,0.16,,0.431
K2-2016-BLG-0005L b,13.7,349.6112477,,4.16,,,,0.584,,0.747
HN Lib b,2.2,5.46,234.4,0.1417,0.503,3347.0,0.299,0.291,-0.18,2.82
WASP-64 b,14.247,403.945,1689.0,0.02648,1563.6374,5400.0,1.058,1.004,-0.08,0.823
TrES-4 b,18.04649,247.9074,1778.0,0.05084,2276.295,6200.0,1.66,1.08,0.14,0.099
HAT-P-20 b,9.718,2302.899,970.0,0.0361,85.1168,4595.0,0.694,0.756,0.35,13.78
WASP-35 b,14.5717,225.6593,1338.29,0.04317,758.1026,5990.0,1.08,1.05,-0.15,0.378
KMT-2021-BLG-2010L b,13.8,340.07639549,,1.79,,,,0.37,,0.711
KMT-2019-BLG-1216L b,5.98,29.87587026,,2.44,,,,0.39,,0.768
OGLE-2019-BLG-0249L b,12.7,2262.93825784,,1.84,,,,0.91,,6.07
HAT-P-3 b,10.53646,206.5895,1189.0,0.03866,176.587,5185.0,0.87,1.06,0.27,0.855
HD 108236 b,1.615,3.24,1099.0,0.04527,312.1807,5660.0,0.877,0.869,-0.28,4.23
VHS J125601.92-125723.9 b,13.67495645,5085.254512,1194.0,350.0,,2620.0,,0.07,,10.9
HATS-3 b,15.48,340.382,1648.0,0.0485,1212.0044,6351.0,1.404,1.209,-0.157,0.51
K2-417 b,3.31,699.2224954,558.0,0.063,,3861.0,0.5776,0.569,,
K2-18 c,2.65,7.51,363.0,0.06,,3457.0,0.411,0.359,0.09,2.22
K2-253 b,12.67,,1238.0,0.0506,365.8185,6027.0,1.1,1.08,0.0,
Kepler-491 b,8.92,59.0,1111.0,0.05191,312.514,5582.0,1.03,1.04,0.37,0.457
HATS-36 b,12.92,1022.14128,1203.0,0.0523,561.0,5950.0,1.1,1.1,0.15,2.12
K2-216 b,1.75,8.0,1103.0,0.028,248.0,4503.0,0.72,0.7,0.0,8.2
Kepler-471 b,14.96,,1308.0,0.0626,1146.878,6733.0,1.8,1.49,0.07,
Kepler-289 d,3.03,5.33,,0.33,,5990.0,1.0,1.08,0.05,1.14
KELT-8 b,18.15858,209.7678,1675.0,0.0455,983.3098,5754.0,1.46,0.81,0.27,0.167
WASP-174 b,16.10730527,104.88337431,1528.0,0.05503,901.9,6399.0,1.347,1.24,0.06,0.135
KMT-2021-BLG-1150L b,13.9,279.68899816,,4.5,,,,0.73,,0.572
Luhman 16 b,11.9,9344.1551658,,3.52,,,,0.0338,,30.5
Kepler-849 b,8.08167508,298.75870258,362.7,1.137,2.86,5950.0,1.822,1.259,0.145,3.09
KMT-2018-BLG-0885L b,11.9,9217.023803,,1.07,,,,0.29,,30.1
KMT-2019-BLG-0335L b,12.1,6674.396547,,1.64,,,,0.32,,20.7
WASP-74 b,15.24424,228.8376,1865.0,0.03443,531.159,5990.0,1.42,0.98,0.39,0.3697
Kepler-257 b,2.61,7.32,1237.0,0.034,343.6,5180.0,1.037,0.916,0.4,2.26
WASP-82 b,18.15858,371.8611,2190.0,0.0447,3557.29,6480.0,2.1,1.48,0.12,0.354
KMT-2022-BLG-0371L b,10.9,82.63538582,,3.02,,,,0.63,,0.351
GJ 9404 b,3.48,11.9,,0.0943,,3811.0,0.626041,0.62,,1.55
TOI-1249 b,3.2710301,11.9,726.89,0.109,48.6058,5497.0,0.9785,1.0062,0.297,1.84
TOI-6330 b,10.89,3179.0,495.0,0.05763,9.97,3539.0,0.49,0.531,0.08,13.57
MOA-2007-BLG-192L b,3.58,12.49,,2.02,,,,0.28,,1.5
GJ 3473 b,1.264,1.86,773.0,0.01589,59.4,3347.0,0.364,0.36,0.11,5.03
Kepler-23 c,3.005,7.81,1008.0,0.09501,257.39,5828.0,1.548,1.078,-0.112,1.576894
WASP-163 b,13.473218,594.3421,1638.0,0.0266,1200.0,5500.0,1.015,0.97,-0.34,1.42
WASP-150 b,11.99363,2688.8418,1460.0,0.0694,854.7074,6218.0,1.651,1.394,0.156,8.54
TOI-907.01,9.6158851,67.0,1846.6,0.055225481,1729.6714,6272.0,2.059789,1.069357,,0.414
Kepler-57 c,2.196,6.86,671.0,0.09588,48.574,5187.9,0.826,0.859,0.1166,3.528714
Kepler-305 d,2.76,6.2,576.0,0.12091,25.523,5090.0,0.792,0.827,0.09,1.63203
Kepler-28 b,1.959,1.63,585.0,0.05687,62.577,4499.3,0.664,0.684,0.1451,1.185427
TOI-3321 b,15.55806521,176.07693748,1616.0,0.047,967.919,5850.0,1.549,1.041,-0.103,0.255
TOI-4156 c,2.92303762,8.87,809.32,,101.3929,5971.64,1.03963,1.1,,1.95
Kepler-28 c,1.857,2.06,509.0,0.07519,35.898,4499.3,0.664,0.684,0.1451,1.764357
HD 332231 b,9.07303305,74.1,798.3,0.145,98.09,6128.0,1.266,1.1642,0.043,0.55
NGTS-26 b,14.88552637,92.80589484,1331.0,0.049,523.0,5550.0,1.16,0.96,0.2,0.153
2MASS J11550485-7919108 b,12.1,6356.56814,2506.0,587.0,,3021.0,0.600455,0.58846,,19.7
TOI-6016 b,13.67495645,371.85923619,1890.0,0.055,940.0,6110.0,1.51,1.31,0.28,0.81
HAT-P-52 b,11.309881,259.98494,1218.0,0.03694,227.759,5131.0,0.893,0.887,0.28,0.98
G 196-3 b,12.0,8263.538582,1670.0,350.0,,3517.0,0.522432,0.519782,,26.3
TIC 365102760 b,6.21,19.2,,0.0622,,4900.0,3.13,1.17,0.09,0.437
OGLE-2023-BLG-0836L b,12.9,1385.73185452,,3.7,,,,0.71,,3.55
WD 1856+534 b,10.4,4386.054,163.0,0.0204,0.181,4710.0,0.0131,0.518,,21.4
HAT-P-60 b,18.28184752,182.43350562,1772.0,0.06277,1634.0,6212.0,2.197,1.435,0.037,0.164
HD 48265 c,12.9,1414.33641115,,10.4,,5805.0,2.05,1.38,0.39,3.62
TOI-1294 b,10.12369881,63.9,1392.74,0.051,311.498,5718.0,1.5566,1.1578,0.283,0.34
TOI-1669 c,2.2963977,13.0,1285.16,0.0376,342.997,5497.0,1.0561,0.9867,0.274,6.0
TOI-1823 b,7.5406241,67.4,423.63,0.212,9.2972,4927.0,0.8049,0.8414,0.243,0.86
TIC 139270665 c,12.9,1554.18091023,200.0,2.0,0.21,5844.0,1.016,1.035,0.156,3.98
TIC 139270665 b,7.22979255,147.15455244,703.0,0.163,40.3,5844.0,1.016,1.035,0.156,2.13
Kepler-43 b,13.663771,1026.5909,1620.0,0.046,1138.115,6041.0,1.42,1.32,0.33,5.0
TOI-3364 b,12.22899794,530.77343969,1264.0,0.0675,425.0,5706.0,1.419,1.186,0.387,1.6
TOI-6029 b,14.39233122,519.64944544,1484.0,,806.794,6223.0,2.338,1.548,0.37,0.958
HAT-P-69 b,18.786284,1137.8314,1930.0,0.06555,2320.18,7394.0,1.926,1.648,-0.069,1.02
HD 48948 c,2.6,7.27,553.0,0.1951,15.5,4593.0,0.679,0.686,-0.21,2.27
KMT-2023-BLG-0416L b,3.67,13.03096469,,2.96,,,,0.63,,1.45
GJ 900 b,12.4,3496.112477,,12000.0,,3976.0,0.716187,1.08,-0.63,10.1
TOI-2580 b,17.37392009,200.23189641,2410.0,0.048,1730.0,6120.0,1.81,1.33,0.26,0.22
HD 76920 b,13.1,994.80291391,,1.091,,4664.0,8.33,1.0,-0.19,2.43
KMT-2023-BLG-1454L b,14.1,200.23189641,,1.18,,,,0.17,,0.393
Kepler-448 c,12.0,6992.26,,4.2,,6635.0,1.4,1.5,0.0815,22.2
TIC 77319217 b,3.10879526,9.85,,,,5961.52,1.18439,1.16,,1.8
HIP 39017 b,12.0,7500.7504052,,22.1,,7201.0,1.51987,1.52,-0.26,23.9
HIP 54515 b,12.2,5625.5628039,,24.8,,8100.0,1.64915,1.9,,17.0
TOI-1410.01,3.10083009,12.5,1236.7,0.0207,565.5415,4635.0,0.7558,0.7941,0.328,2.3
Kepler-24 c,2.514,9.99,915.0,0.10612,144.827,6028.0,1.099,1.06,-0.0708,3.418442
TOI-5532 b,2.52763693,6.93,617.33,,34.3229,4208.45,0.662052,0.636083,,2.36
Kepler-24 b,2.348,11.14,1050.0,0.08045,252.246,6028.0,1.099,1.06,-0.0708,4.686574
MOA-2022-BLG-563L b,14.0,127.1313628,,2.15,,,,0.48,,0.255
2MASS J0249-0557 c,12.4,3686.8095212,,1950.0,,2859.0,0.315959,0.046,,10.6
KMT-2016-BLG-2321L b,13.8,301.93698665,,3.58,,,,0.73,,0.631
K2-203 b,1.26549392,2.14,738.4,0.0824,,5026.0,0.765,0.793,-0.021,5.8
TOI-1742 b,2.36507598,9.7,694.09,0.154,58.618,5815.0,1.131,1.0861,0.193,4.0
Gaia22dkvL b,14.1,187.83658854,,1.4,,,,1.145,,0.368
K2-208 b,1.67462172,3.45,1122.0,0.04878,,5500.0,0.872,0.881,-0.064,4.04
K2-225 b,3.60929179,12.7,923.0,0.1409,,5520.0,1.7,1.482,0.486,1.48
WASP-168 b,16.8135,133.4886,1340.0,0.0519,278.886,6000.0,1.12,1.08,-0.01,0.16
WASP-126 c,9.38,64.2,,,,5800.0,1.27,1.12,0.2068,0.427
TOI-220 b,3.03,13.8,805.0,0.08911,137.7252,5298.0,0.858,0.825,-0.217,2.73
K2-7 b,4.03523305,15.3,786.0,0.1867,125.0,5700.0,1.533,1.056,0.049,1.28
K2-226 b,1.53899305,2.98,1187.0,0.04095,,5288.0,0.889,0.856,-0.05,4.49
NGTS-31 b,18.04645893,355.96781584,1410.0,0.064,643.0,5710.0,1.7,0.96,0.0,0.3
WASP-173 A b,13.4508,1172.7927,1880.0,0.0248,1920.0,5800.0,1.11,1.05,0.16,2.84
TOI-1203.01,2.918,7.39,743.6,0.1632,51.0,5737.0,1.179,0.886,-0.39,1.63
TOI-837 b,9.16894621,120.45696625,995.3,0.0888,164.0,5995.0,1.052,1.142,0.01,0.89
WASP-47 b,12.86,374.0,1275.0,0.052,409.0,5565.0,1.156,1.058,0.43,0.993
OGLE-2017-BLG-0448L b,4.08,15.6,,5.75,,,,0.5,,1.26
BD-17 63 b,12.8,1639.99458012,,1.34,,4714.0,0.74,0.741,-0.03,4.3
TIC 4672985 b,11.5004142,4049.13390518,517.2,0.33,,5757.0,1.15,1.01,0.14,14.6
TOI-2803 A b,18.11371281,309.88269682,1893.0,0.03185,2150.0,6280.0,1.245,1.118,-0.105,0.287
K2-57 b,2.30905002,5.94,635.8,0.0752,24.1,4413.0,0.671,0.699,0.08,2.65
CoRoT-12 b,16.14,291.438,1442.0,0.04016,661.1334,5675.0,1.116,1.078,0.16,0.411
WASP-160 B b,12.21781,88.35674,1119.0,0.0452,210.575,5298.0,0.868,0.87,0.27,0.284
TOI-132 b,3.42,22.4,1395.0,0.026,860.0,5397.0,0.9,0.97,0.16,3.08
TOI-892 b,11.99363,301.9385,1397.0,0.092,571.007,6261.0,1.39,1.28,0.24,0.962
LHS 1815 b,1.088,1.58,617.0,0.0404,26.3712,3643.0,0.501,0.502,-0.12,6.7
HD 75898 c,12.6,2698.36317543,,7.39,,6122.0,1.55,1.295,0.29,7.41
TIC 18942729 b,2.00021315,4.66,,,,4360.11,0.825257,0.652,0.0118,3.2
TOI-5624 b,2.18231452,5.4,1108.0,,251.103,5415.89,0.827372,0.923,,2.86
TIC 32032563 b,3.47739942,11.9,,,,5567.93,1.00188,1.05,,1.56
TOI-1937 A b,13.97759893,638.83509807,2097.0,0.01932,3230.0,5814.0,1.08,1.072,0.196,1.28
HD 86728 b,3.03,9.43,,0.1916,,5610.0,1.237,0.967,0.2,1.86
KMT-2022-BLG-0303L b,14.2,163.04597279,,4.81,,,,0.368,,0.313
KELT-6 b,14.5717,165.2716,1313.0,0.07939,718.188,6102.0,1.73,1.42,-0.28,0.27
Kepler-485 b,14.41,,1243.0,0.04401,622.014,5958.0,1.09,1.07,0.04,
CoRoT-19 b,14.46,352.78,2000.0,0.0518,1103.809,6090.0,1.65,1.21,-0.02,0.71
Kepler-222 d,3.69,13.2,522.0,0.18,15.087,5433.0,0.869,0.933,0.33,1.44
TOI-1899 b,11.09689089,212.94503269,378.0,0.1525,3.4,3926.0,0.607,0.632,0.28,0.85
TOI-122 b,2.72,7.85,471.0,0.0392,8.8,3403.0,0.334,0.312,,2.14
TIC 24750448 c,3.09028272,9.75,,,,4545.43,0.713599,0.69,,1.82
TOI-2005 b,11.99360935,2034.1018048,1221.39,0.16,525.9409,7130.0,2.02,1.59,0.0,
TOI-2236 b,14.36991326,502.16888306,1688.0,0.05009,1356.0,6248.0,1.573,1.343,0.119,0.93
OGLE-2016-BLG-1598L b,13.6,120.77479466,,2.5,,,,0.55,,0.264
OGLE-2016-BLG-1800L b,13.2,823.17557413,,1.88,,,,0.41,,1.97
HAT-P-40 b,17.03768,152.5584,1770.0,0.0608,1747.4151,6080.0,1.94,1.03,0.22,0.15
GJ 1289 b,2.38,6.27,150.0,0.27,,3296.0,0.245012,0.21,0.02,2.56
K2-360 c,4.02,15.23,912.0,0.0883,115.0,5679.0,0.98,0.958,0.01,1.29
EPIC 201595106 b,1.565,7.67,2038.0,0.0177,2852.0,5679.0,0.98,0.958,0.01,11.1
KMT-2017-BLG-2197L b,12.5,2809.60311788,,15.91,,,,0.36,,7.9
GJ 581 e,1.38,2.48,,0.02799,,3500.0,0.302,0.295,-0.08,5.19
Kepler-279 e,4.13,56.0,552.0,0.439,21.96,6689.45,1.43,1.164,-0.1141,7.3
KMT-2022-BLG-2076L b,13.9,279.68899816,,5.67,,,,0.67,,0.572
nu Oct A b,13.3,696.04421133,,1.24,,4910.0,5.04,1.57,0.18,1.63
LHS 1478 b,1.242,2.33,595.0,0.01848,23.3722,3381.0,0.246,0.236,-0.13,6.67
HIP 9618 c,3.42855926,7.0,470.31,0.269,11.7,5649.0,0.9593,0.942,-0.018,1.0
KOBE-1 b,2.91,8.8,594.4,0.07006,20.56,4135.0,0.619,0.629,-0.01,1.96
KOBE-1 c,3.56,12.4,392.5,0.16071,3.91,4135.0,0.619,0.629,-0.01,1.51
WASP-22 b,13.78707,212.9461,1502.0,0.047,837.7034,6000.0,1.24,1.46,-0.05,0.444
OGLE-2016-BLG-0007L b,1.09,1.32,,10.1,,,,0.59,,5.6
KMT-2023-BLG-0949L b,12.8,1900.61387386,,2.03,,,,0.48,,4.98
GJ 3998 c,2.5,6.82,,0.09,5.4,3726.0,0.5,0.52,-0.13,2.4
Kepler-105 b,2.53,10.8,1418.0,0.06016,341.809,5933.0,1.026,0.991,-0.09,3.68
Kepler-105 c,1.44,5.6,997.0,0.07229,236.167,5933.0,1.026,0.991,-0.09,10.4
TOI-1294 c,14.3,147.0,,0.61,,5718.0,1.5566,1.1578,0.283,0.276
KMT-2023-BLG-0830L b,4.41,17.79839079,,1.7,,,,0.22,,1.14
Kepler-1656 b,4.574,47.8,651.0,0.1974,24.6,5569.0,1.1,1.03,0.19,2.13
KMT-2024-BLG-1281L b,4.59,19.06970442,,1.96,,,,0.32,,1.08
KMT-2017-BLG-0849L b,2.41,6.39,,2.73,,,,0.19,,2.51
ZTF J1828+2308 b,11.13051784,6356.56814,,,,15900.0,0.0131,0.61,,25.3
KMT-2017-BLG-2331L b,14.2,171.0,,2.14,,,,0.4,,0.328
KMT-2023-BLG-1743L b,12.1,6356.56814,,1.16,,,,0.11,,19.7
TOI-406 c,1.32,2.08,584.0,0.0322,19.0,3392.0,0.41,0.408,-0.02,4.9
K2-271 b,7.28,41.8,893.0,0.077,133.8067,5644.0,0.99,0.83,-0.3,0.595
MOA-2022-BLG-091L b,13.0,1141.00398113,,3.44,,,,0.75,,2.85
KMT-2024-BLG-1209L b,13.2,839.06699448,,2.51,,,,0.77,,2.0
K2-214 b,2.51,6.85,1001.0,0.0834,238.0,5875.0,1.236,1.03,0.04,2.38
Kepler-391 c,2.88,450.0,662.0,0.164,179.0,5038.0,2.879,1.27,0.04,400.0
K2-220 b,2.37,6.21,761.0,0.1104,79.7,5612.0,1.026,0.91,-0.05,2.56
Kepler-450 b,6.14,19.4,769.0,0.20092,94.325,6197.21,1.64162,1.19,0.1278,0.75
Kepler-407 b,1.19,1.93,1983.0,0.01531,4102.008,5487.0,1.04,0.99,0.35,5.876579
BEBOP-3 b,14.2,177.34825111,,1.444,,6033.0,1.414,1.083,-0.02,0.34
K2-37 c,2.41,6.39,839.0,0.06534,118.0,5352.0,0.809,0.84,-0.08,2.51
Kepler-134 b,2.0,4.66,1105.0,0.06,301.367,5983.0,1.176,0.956,-0.2067,3.2
K2-37 d,2.31,12.5,646.0,0.1102,41.3,5352.0,0.809,0.84,-0.08,4.7
WASP-85 A b,13.89916,402.05495,1452.0,0.039,640.3258,6112.0,0.935,1.09,0.118,0.88
TOI-1227 b,9.57246952,66.5,243.77,0.0886,3.21,3072.0,0.56,0.17,,0.417
